year,region_id,policy_id,policy_label,1,2,3,4,5,6,7,8,9,total
2010,10,49,Otras Actuaciones de Carácter Económico,15102050.00,2683220.00,"",5446130.00,"",930500.00,221150.00,500000.00,"",24883050.00
2010,10,91,Alta Dirección,52934130.00,18189430.00,1280.00,12104870.00,"",5821410.00,15620.00,230060.00,"",89296800.00
2010,10,92,Servicios de Carácter General,35397380.00,23233100.00,200000.00,168878800.00,"",34179960.00,53103550.00,46876840.00,"",361869630.00
2010,10,93,Administración Financiera y Tributaria,35251680.00,42446540.00,63270.00,5195670.00,"",269200.00,1770000.00,"","",84996360.00
2010,10,95,Deuda Pública,"","",427230000.00,"","","","","",136100000.00,563330000.00
2010,17,13,Seguridad Ciudadana e Instituciones Penitenciarias,1265527.00,4387108.00,"",4318474.00,"",373664.00,70000.00,"","",10414773.00
2010,17,14,Política Exterior,566352.00,847617.00,"",1936420.00,"",102821.00,3116839.00,150.00,"",6570199.00
2010,17,23,Servicios Sociales y Promoción Social,24856856.00,52654875.00,18984.00,39953786.00,"",13090387.00,5905579.00,"","",136480467.00
2010,17,24,Fomento del Empleo,4276034.00,2143614.00,"",24315660.00,"",404661.00,220251.00,"","",31360220.00
2010,17,26,Acceso a la Vivienda y Fomento de la Edificación,1306824.00,245530.00,"",2745000.00,"",881672.00,7619853.00,"","",12798879.00
2010,17,31,Sanidad,197967690.00,108785549.00,"",136269538.00,"",11510163.00,4036048.00,"","",458568988.00
2010,17,32,Educación,146143480.00,18071520.00,1000.00,70074550.00,"",15328276.00,5504243.00,"","",255123069.00
2010,17,33,Cultura,5508011.00,7067906.00,"",4838005.00,"",6964666.00,5435400.00,"","",29813988.00
2010,17,41,"Agricultura, Pesca y Alimentación",12933257.00,7096236.00,"",7384497.00,"",5151040.00,16621084.00,"","",49186114.00
2010,17,42,Industria y Energía,1499982.00,915396.00,"",22500.00,"",311810.00,1991915.00,"","",4741603.00
2010,17,43,"Comercio, Turismo y Pymes",3943967.00,2662145.00,12000.00,6077274.00,"",584010.00,28647536.00,5535000.00,"",47461932.00
2010,17,45,Infraestructuras,18271303.00,14221839.00,107860.00,18010154.00,"",53080716.00,24425108.00,"","",128116980.00
2010,17,46,"Investigación, Desarrollo e Innovación",5382818.00,9426243.00,1450.00,8660406.00,"",12386110.00,33365600.00,30000.00,"",69252627.00
2010,17,49,Otras Actuaciones de Carácter Económico,4572067.00,460859.00,"",1966678.00,"",125650.00,56298.00,"","",7181552.00
2010,17,91,Alta Dirección,6804710.00,5818026.00,140.00,2440561.00,"",647867.00,"",53610.00,"",15764914.00
2010,17,92,Servicios de Carácter General,17039225.00,6775695.00,3000.00,1890834.00,"",6752600.00,"",180304.00,"",32641658.00
2010,17,93,Administración Financiera y Tributaria,6116847.00,5867536.00,128000.00,41000.00,"",2772010.00,"","","",14925393.00
2010,17,95,Deuda Pública,"","",23837695.00,"","","","","",14529801.00,38367496.00
2014,17,11,Justicia,10339640.00,1388961.00,"",881803.00,"",13000878.00,"","","",25611282.00
2014,17,13,Seguridad Ciudadana e Instituciones Penitenciarias,5595512.00,4079536.00,100.00,700659.00,"",102800.00,"",21567.00,"",10500174.00
2014,17,14,Política Exterior,"",472657.00,"",423008.00,"",59087.00,731580.00,700.00,"",1687032.00
2014,17,23,Servicios Sociales y Promoción Social,16914704.00,53105297.00,"",33696693.00,"",675004.00,443190.00,"","",104834888.00
2014,17,24,Fomento del Empleo,3246689.00,861663.00,"",16199665.00,"",10900.00,"",25000000.00,"",45318917.00
2014,17,26,Acceso a la Vivienda y Fomento de la Edificación,1899859.00,"","",1082000.00,"",120000.00,3738142.00,"","",6840001.00
2014,17,31,Sanidad,175226469.00,111895160.00,280000.00,106694239.00,"",638268.00,1627242.00,"","",396361378.00
2014,17,32,Educación,138084842.00,15565418.00,"",70568112.00,"",4776000.00,1724251.00,"","",230718623.00
2014,17,33,Cultura,5353404.00,5507067.00,"",3261311.00,"",1810373.00,3939523.00,"","",19871678.00
2014,17,41,"Agricultura, Pesca y Alimentación",6741287.00,3019720.00,20000.00,9661525.00,"",2192950.00,18084112.00,"","",39719594.00
2014,17,42,Industria y Energía,1259020.00,427131.00,"","","",12778.00,"","","",1698929.00
2014,17,43,"Comercio, Turismo y Pymes",3373294.00,2079875.00,295900.00,2122598.00,"",112070.00,11878783.00,28495000.00,3433504.00,51791024.00
2014,17,45,Infraestructuras,14076149.00,14208310.00,5000.00,13547449.00,"",29059834.00,19405224.00,"","",90301966.00
2014,17,46,"Investigación, Desarrollo e Innovación",9908217.00,18785397.00,1366.00,7099870.00,"",9010235.00,29778120.00,"",441940.00,75025145.00
2014,17,49,Otras Actuaciones de Carácter Económico,3917624.00,276377.00,"",902436.00,"",32151.00,39075.00,"","",5167663.00
2014,17,91,Alta Dirección,5433095.00,3065177.00,50.00,1369390.00,"",302145.00,36000.00,50739.00,"",10256596.00
2014,17,92,Servicios de Carácter General,11069072.00,5067461.00,31700.00,1068195.00,"",1836350.00,"",180304.00,"",19253082.00
2014,17,93,Administración Financiera y Tributaria,5236954.00,4790518.00,115000.00,7910.00,2000000.00,7450.00,"","","",12157832.00
2014,17,95,Deuda Pública,"","",47062184.00,"","","","","",91665363.00,138727547.00
2014,10,11,Justicia,164190840.00,28548310.00,1997740.00,24650440.00,"",16877290.00,"","","",236264620.00
2014,10,13,Seguridad Ciudadana e Instituciones Penitenciarias,6857670.00,60516610.00,"",659740.00,"",5038130.00,140480.00,"","",73212630.00
2014,10,14,Política Exterior,1356720.00,650260.00,"",2272910.00,"",13600.00,1100000.00,"","",5393490.00
2014,10,21,Pensiones,"","","",220000.00,"","","","","",220000.00
2014,10,23,Servicios Sociales y Promoción Social,96518250.00,273349980.00,800000.00,349619220.00,"",5641320.00,2232780.00,"","",728161550.00
2014,10,24,Fomento del Empleo,63834440.00,25063970.00,160000.00,145952890.00,"",3235500.00,250000.00,"","",238496800.00
2014,10,26,Acceso a la Vivienda y Fomento de la Edificación,7310180.00,5658950.00,"","","",8445120.00,17956960.00,"","",39371210.00
2014,10,31,Sanidad,2327895720.00,2054625490.00,"",911134150.00,"",65811720.00,2500000.00,"","",5361967080.00
2014,10,32,Educación,2082379180.00,232623840.00,"",1012927440.00,"",49265540.00,519550060.00,"","",3896746060.00
2014,10,33,Cultura,18248320.00,12930090.00,"",47609560.00,"",3517410.00,9947070.00,5340000.00,"",97592450.00
2014,10,41,"Agricultura, Pesca y Alimentación",39285520.00,16363230.00,100000.00,74879810.00,"",7691870.00,58128960.00,"","",196449390.00
2014,10,42,Industria y Energía,11509500.00,2625000.00,"",8292840.00,"",72000.00,91725130.00,"","",114224470.00
2014,10,43,"Comercio, Turismo y Pymes",7194760.00,713000.00,"",37894520.00,"",139240.00,12205000.00,50000000.00,"",108146520.00
2014,10,45,Infraestructuras,52929660.00,39826500.00,9335760.00,62779200.00,"",124025580.00,47620300.00,"","",336517000.00
2014,10,46,"Investigación, Desarrollo e Innovación",31707840.00,76894440.00,5000.00,1493160.00,"",39509150.00,22296200.00,"","",171905790.00
2014,10,49,Otras Actuaciones de Carácter Económico,4263930.00,538320.00,"",3346020.00,"",50000.00,664860.00,"","",8863130.00
2014,10,91,Alta Dirección,46378520.00,12432790.00,151000.00,4523580.00,"",634020.00,6570.00,24060.00,"",64150540.00
2014,10,92,Servicios de Carácter General,31815050.00,15785140.00,51280.00,119847390.00,7000000.00,4014770.00,28954630.00,96785040.00,"",304253300.00
2014,10,93,Administración Financiera y Tributaria,31986040.00,25733940.00,70000.00,1259870.00,"",3000.00,"",39000000.00,"",98052850.00
2014,10,95,Deuda Pública,"","",1230000000.00,"","","","","",2944290520.00,4174290520.00
2006,1,11,Justicia,237819267.00,62588803.00,"",33439752.00,"",56750661.00,1284431.00,"","",391882914.00
2006,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,39227261.00,17581125.00,"",1097181.00,"",24561143.00,6644543.00,"","",89111253.00
2006,1,14,Política Exterior,2383207.00,2043340.00,"",29650535.00,"",1549128.00,35156978.00,"","",70783188.00
2006,1,21,Pensiones,"","","",74931331.00,"","","","","",74931331.00
2006,1,23,Servicios Sociales y Promoción Social,330919526.00,301522319.00,78158.00,517184892.00,"",73842230.00,73291685.00,"","",1296838810.00
2006,1,24,Fomento del Empleo,103801819.00,27017441.00,"",59177729.00,"",42891177.00,776188570.00,"","",1009076736.00
2006,1,26,Acceso a la Vivienda y Fomento de la Edificación,14445260.00,3075563.00,1379323.00,27909000.00,"",82123371.00,253023066.00,"","",381955583.00
2006,1,31,Sanidad,3522923285.00,1874563258.00,1252151.00,2365457626.00,"",298806785.00,38725338.00,"","",8101728443.00
2006,1,32,Educación,3448080852.00,166798210.00,36061.00,1622785994.00,"",68272116.00,457329394.00,"","",5763302627.00
2006,1,33,Cultura,76131710.00,23819130.00,10702.00,75577887.00,"",118790432.00,120354063.00,60000.00,"",414743924.00
2006,1,41,"Agricultura, Pesca y Alimentación",131995830.00,20055778.00,261091.00,1519623295.00,"",73902362.00,631945757.00,"","",2377784113.00
2006,1,42,Industria y Energía,"",36000.00,"",7553600.00,"",30731063.00,53801044.00,1300000.00,"",93421707.00
2006,1,43,"Comercio, Turismo y Pymes",37869081.00,7617948.00,10578.00,83853230.00,"",13883948.00,463787433.00,10021794.00,"",617044012.00
2006,1,45,Infraestructuras,199613858.00,49674990.00,5081426.00,21487244.00,"",1375777397.00,273310761.00,"","",1924945676.00
2006,1,46,"Investigación, Desarrollo e Innovación",54854669.00,32360550.00,"",14909215.00,"",44273717.00,238565018.00,4500.00,"",384967669.00
2006,1,49,Otras Actuaciones de Carácter Económico,32124016.00,16233484.00,"",100215712.00,"",34690190.00,77999286.00,"","",261262688.00
2006,1,91,Alta Dirección,47243675.00,19919614.00,"",16484552.00,"",12888255.00,4189112.00,273490.00,"",100998698.00
2006,1,92,Servicios de Carácter General,133961960.00,28946361.00,195000.00,259465776.00,"",112595861.00,156446631.00,15951895.00,15041616.00,722605100.00
2006,1,93,Administración Financiera y Tributaria,34565272.00,37854642.00,4067343.00,12833336.00,"",2821407.00,6407093.00,1500000.00,"",100049093.00
2006,1,94,Transferencias a otras Administraciones Públicas,"","","",2016591667.00,"","",7426097.00,"","",2024017764.00
2006,1,95,Deuda Pública,"","",438815493.00,"","","","","",738134548.00,1176950041.00
2012,1,11,Justicia,270209007.00,175128177.00,"",44783336.00,"",9500000.00,"","","",499620520.00
2012,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,56193535.00,31960238.00,"",1423503.00,"",26218479.00,1000000.00,"","",116795755.00
2012,1,14,Política Exterior,1319410.00,333610.00,"",23679837.00,"",718530.00,65569194.00,30000000.00,"",121620581.00
2012,1,21,Pensiones,"","","",39660740.00,"","","","","",39660740.00
2012,1,23,Servicios Sociales y Promoción Social,317797213.00,212135448.00,78166.00,1620702624.00,"",40510740.00,62159092.00,"","",2253383283.00
2012,1,24,Fomento del Empleo,36668019.00,11348004.00,"",174993728.00,"",2750439.00,887110366.00,25000000.00,"",1137870556.00
2012,1,26,Acceso a la Vivienda y Fomento de la Edificación,21909441.00,153255.00,1216474.00,9529300.00,"",13710866.00,89504467.00,"","",136023803.00
2012,1,31,Sanidad,4277144588.00,2216126382.00,23000000.00,2596156977.00,"",184612344.00,33005510.00,"","",9330045801.00
2012,1,32,Educación,4158849090.00,224730718.00,36061.00,2022281182.00,"",36389049.00,747959775.00,"",1633166.00,7191879041.00
2012,1,33,Cultura,88927862.00,20779463.00,5354.00,52186840.00,"",52137807.00,55848343.00,"","",269885669.00
2012,1,41,"Agricultura, Pesca y Alimentación",75155264.00,10390821.00,234082.00,132909414.00,"",47114492.00,571849415.00,"","",837653488.00
2012,1,42,Industria y Energía,"","","",6651233.00,"",1687146.00,57705436.00,40000000.00,"",106043815.00
2012,1,43,"Comercio, Turismo y Pymes",48744751.00,5032607.00,6000.00,60601324.00,"",13875825.00,226027279.00,89302262.00,"",443590048.00
2012,1,45,Infraestructuras,205292056.00,47194883.00,4383187.00,109784099.00,"",619240042.00,264369989.00,"","",1250264256.00
2012,1,46,"Investigación, Desarrollo e Innovación",57557319.00,47569195.00,"",23789246.00,"",63916770.00,444519131.00,32265000.00,14019928.00,683636589.00
2012,1,49,Otras Actuaciones de Carácter Económico,44214333.00,15554006.00,"",97165820.00,"",54831259.00,17885693.00,"",2333333.00,231984444.00
2012,1,91,Alta Dirección,54066977.00,20261140.00,"",12825758.00,"",5295077.00,140000.00,274578.00,"",92863530.00
2012,1,92,Servicios de Carácter General,116282934.00,49046839.00,195000.00,125015638.00,"",32368411.00,94424685.00,18461900.00,28000000.00,463795407.00
2012,1,93,Administración Financiera y Tributaria,23221150.00,2348630.00,"",69219689.00,"",8564533.00,1400000.00,"","",104754002.00
2012,1,94,Transferencias a otras Administraciones Públicas,"","","",480000000.00,"","",5664691.00,"","",485664691.00
2012,1,95,Deuda Pública,"","",784786088.00,"","","","","",1443420965.00,2228207053.00
2009,18,13,Seguridad Ciudadana e Instituciones Penitenciarias,"",1374000.00,"",3900000.00,"","","",62000.00,"",5336000.00
2009,18,23,Servicios Sociales y Promoción Social,"",17295210.00,"",353000.00,"",62536.42,"","","",17710746.42
2009,18,24,Fomento del Empleo,4800000.00,2900000.00,"","","","","","","",7700000.00
2009,18,26,Acceso a la Vivienda y Fomento de la Edificación,"",15000.00,"",4800000.00,"",10728808.01,"","","",15543808.01
2009,18,31,Sanidad,"",2008750.00,"",864677.93,"",60000.00,"","","",2933427.93
2009,18,32,Educación,2740000.00,1831600.00,"",3507000.00,"",606000.00,"","","",8684600.00
2009,18,33,Cultura,4530199.88,7118723.64,8543.00,3926553.00,"",3852895.12,550000.00,75000.00,22018.00,20083932.64
2009,18,42,Industria y Energía,"",2693000.00,"","","",1553143.43,"","","",4246143.43
2009,18,43,"Comercio, Turismo y Pymes","",125000.00,"",8288193.23,"","",200000.00,"","",8613193.23
2009,18,45,Infraestructuras,"",26027196.21,"",17006737.34,"",5550000.00,3744306.57,"","",52328240.12
2009,18,49,Otras Actuaciones de Carácter Económico,242570.36,87411.12,12017.52,35002.00,"",2001.00,"","",22000.00,401002.00
2009,18,91,Alta Dirección,1808934.96,20000.00,"",317000.00,"","","","","",2145934.96
2009,18,92,Servicios de Carácter General,68764957.39,4624000.00,"",4399522.00,"",1780000.00,9668184.71,1000000.00,"",90236664.10
2009,18,93,Administración Financiera y Tributaria,4033641.09,1495459.59,35483.95,4100000.00,"",7166003.30,"",100000.00,66786.83,16997374.76
2009,18,95,Deuda Pública,"","",4713023.32,"","","","","",9701323.30,14414346.62
2009,19,13,Seguridad Ciudadana e Instituciones Penitenciarias,14204544.00,1781716.00,"","","",979152.00,"","","",16965412.00
2009,19,21,Pensiones,230000.00,"","","","","","",450000.00,"",680000.00
2009,19,23,Servicios Sociales y Promoción Social,17626014.00,4510021.00,"",678844.00,"",2400000.00,"","","",25214879.00
2009,19,24,Fomento del Empleo,"",145500.00,"","","",1000000.00,"","","",1145500.00
2009,19,26,Acceso a la Vivienda y Fomento de la Edificación,1482368.00,5165568.00,"",1124703.00,"",1205000.00,"","","",8977639.00
2009,19,31,Sanidad,7689517.00,14631254.00,"",2511196.00,"",250000.00,"","","",25081967.00
2009,19,32,Educación,2146770.00,4065231.00,"",1631548.00,"",287240.00,"",9725.00,"",8140514.00
2009,19,33,Cultura,3241596.00,8308039.00,"",7202900.00,"",6238802.00,"","","",24991337.00
2009,19,41,"Agricultura, Pesca y Alimentación","","","","","","",81560.00,"","",81560.00
2009,19,42,Industria y Energía,"",3150618.00,"","","",959899.00,1813617.00,"","",5924134.00
2009,19,43,"Comercio, Turismo y Pymes",1015269.00,2553720.00,"",4093916.00,"",568605.00,263000.00,"","",8494510.00
2009,19,44,Subvenciones al Transporte,"","","",673169.00,"","","","","",673169.00
2009,19,45,Infraestructuras,7118460.00,31363836.00,"","","",16408681.00,"","","",54890977.00
2009,19,46,"Investigación, Desarrollo e Innovación","",716800.00,"","","",210000.00,"","","",926800.00
2009,19,49,Otras Actuaciones de Carácter Económico,3042216.00,2475100.00,"","","","","","","",5517316.00
2009,19,91,Alta Dirección,2857519.00,572300.00,"","","","","","","",3429819.00
2009,19,92,Servicios de Carácter General,8383717.00,11035407.00,"",5210367.00,"",4133515.00,"","","",28763006.00
2009,19,95,Deuda Pública,"","",2946396.00,"","","","","",8215745.00,11162141.00
2008,19,13,Seguridad Ciudadana e Instituciones Penitenciarias,13673033.12,1531868.00,"","","",673188.00,"","","",15878089.12
2008,19,21,Pensiones,216035.00,"","","","","","",400000.00,"",616035.00
2008,19,23,Servicios Sociales y Promoción Social,16299842.99,4198000.00,"",652570.00,"",667380.00,"","","",21817792.99
2008,19,24,Fomento del Empleo,"",150000.00,"","","",3014930.00,"","","",3164930.00
2008,19,26,Acceso a la Vivienda y Fomento de la Edificación,1269178.07,4388630.00,"",1024383.00,"",976850.00,"","","",7659041.07
2008,19,31,Sanidad,7216957.04,13640745.80,"",2467071.00,"",325000.00,"","","",23649773.84
2008,19,32,Educación,2111082.23,4043385.00,"",2221655.00,"",272426.00,"",9725.00,"",8658273.23
2008,19,33,Cultura,2789905.27,7752590.00,"",4762000.00,"",4879347.00,"","","",20183842.27
2008,19,41,"Agricultura, Pesca y Alimentación","","","","","","",80805.00,"","",80805.00
2008,19,42,Industria y Energía,"",2953796.00,"",70000.00,"",2137480.00,3411279.00,"","",8572555.00
2008,19,43,"Comercio, Turismo y Pymes",1014615.78,2625000.00,"",3387652.00,"",94800.00,242600.00,"","",7364667.78
2008,19,45,Infraestructuras,7518340.30,27524113.00,"","","",18524532.00,"","","",53566985.30
2008,19,46,"Investigación, Desarrollo e Innovación","",110000.00,"","","",95000.00,"","","",205000.00
2008,19,49,Otras Actuaciones de Carácter Económico,2834417.43,2140000.00,"","","",1281100.00,"","","",6255517.43
2008,19,91,Alta Dirección,2822785.00,540000.00,"",1900000.00,"","","","","",5262785.00
2008,19,92,Servicios de Carácter General,7575287.97,10521432.00,"",2865273.00,"",3074788.00,"","","",24036780.97
2008,19,95,Deuda Pública,"","",2578853.00,"","","","","",7433254.00,10012107.00
2008,18,13,Seguridad Ciudadana e Instituciones Penitenciarias,"",1273500.00,"",3350000.00,"","","",62000.00,"",4685500.00
2008,18,23,Servicios Sociales y Promoción Social,"",14619014.32,"",579500.00,"",510000.00,"","","",15708514.32
2008,18,24,Fomento del Empleo,4246000.00,2204000.00,"","","","","","","",6450000.00
2008,18,26,Acceso a la Vivienda y Fomento de la Edificación,"","","",4600000.00,"",11478808.01,1800000.00,"","",17878808.01
2008,18,31,Sanidad,"",2076274.00,"",917952.00,"","","","","",2994226.00
2008,18,32,Educación,2600000.00,1415355.00,"",3935000.00,"",600000.00,"","","",8550355.00
2008,18,33,Cultura,4261668.71,6580035.80,8543.00,3741465.00,"",3492240.12,550993.71,75000.00,22018.00,18731964.34
2008,18,41,"Agricultura, Pesca y Alimentación","",438300.00,"","","","","","","",438300.00
2008,18,42,Industria y Energía,"",2327000.00,"","","",1000000.00,"","","",3327000.00
2008,18,43,"Comercio, Turismo y Pymes","","","",8038715.93,"","","","","",8038715.93
2008,18,45,Infraestructuras,"",30137154.79,"",11339453.85,"",7590000.00,4127450.00,"","",53194058.64
2008,18,46,"Investigación, Desarrollo e Innovación","",60000.00,"","","","","","","",60000.00
2008,18,49,Otras Actuaciones de Carácter Económico,"",40000.00,"",22000.00,"","","","","",62000.00
2008,18,91,Alta Dirección,2102747.86,81915.00,15018.00,520002.00,"",3001.00,"","",25000.00,2747683.86
2008,18,92,Servicios de Carácter General,62400521.93,6018849.66,"",4446140.01,"",1465079.95,8715417.44,1000000.00,"",84046008.99
2008,18,93,Administración Financiera y Tributaria,3312679.00,1402031.00,22920.00,4400000.00,"",4621600.00,"",100000.00,51970.00,13911200.00
2008,18,95,Deuda Pública,"","",3614920.43,"","","","","",9602789.97,13217710.40
2013,1,11,Justicia,279546019.00,161306332.00,"",45299027.00,"",11956139.00,200000.00,"","",498307517.00
2013,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,17969608.00,10055852.00,"",120000.00,"",26291798.00,1000000.00,"","",55437258.00
2013,1,14,Política Exterior,1743947.00,429096.00,"",66808083.00,"",509906.00,26522247.00,"","",96013279.00
2013,1,21,Pensiones,"","","",29229748.00,"","","","","",29229748.00
2013,1,23,Servicios Sociales y Promoción Social,235442473.00,191900343.00,78166.00,1524134789.00,"",28035670.00,30822275.00,"","",2010413716.00
2013,1,24,Fomento del Empleo,"",11399131.00,"",132186148.00,"",6100000.00,480002085.00,"","",629687364.00
2013,1,26,Acceso a la Vivienda y Fomento de la Edificación,10316965.00,"",556132.00,710000.00,"",11604409.00,102518343.00,"","",125705849.00
2013,1,31,Sanidad,3984377433.00,2019050320.00,7000000.00,2288022459.00,"",71125593.00,15080163.00,"","",8384655968.00
2013,1,32,Educación,3803486900.00,213689199.00,36061.00,1931858182.00,"",3358971.00,618000108.00,"",2924832.00,6573354253.00
2013,1,33,Cultura,83766422.00,19535307.00,5354.00,60052166.00,"",34560809.00,21743942.00,"","",219664000.00
2013,1,41,"Agricultura, Pesca y Alimentación",165248509.00,41508076.00,334082.00,141087528.00,"",374733853.00,470877182.00,"","",1193789230.00
2013,1,42,Industria y Energía,3473342.00,21601.00,"",28110149.00,"",33406914.00,158385619.00,"","",223397625.00
2013,1,43,"Comercio, Turismo y Pymes",43113039.00,1962846.00,4000.00,80337912.00,"",14934801.00,109853968.00,"","",250206566.00
2013,1,45,Infraestructuras,106336685.00,16268872.00,3044415.00,225185848.00,"",294049262.00,194107291.00,"","",838992373.00
2013,1,46,"Investigación, Desarrollo e Innovación",83710044.00,49841264.00,"",14739974.00,"",63632759.00,418603240.00,15000.00,14019928.00,644562209.00
2013,1,49,Otras Actuaciones de Carácter Económico,37212911.00,19250727.00,"",103976314.00,"",42314460.00,7558168.00,20000000.00,"",230312580.00
2013,1,91,Alta Dirección,78850816.00,27590233.00,"",11936143.00,"",5792537.00,30000.00,177064.00,"",124376793.00
2013,1,92,Servicios de Carácter General,77986651.00,49929305.00,195000.00,121400332.00,20000000.00,17998189.00,88178872.00,"",30000000.00,405688349.00
2013,1,93,Administración Financiera y Tributaria,21765644.00,2957053.00,"",66285208.00,"",9028914.00,400000.00,"","",100436819.00
2013,1,94,Transferencias a otras Administraciones Públicas,"","","",480000000.00,"","",5687350.00,"","",485687350.00
2013,1,95,Deuda Pública,"","",1048716400.00,"","","","","",2532161326.00,3580877726.00
2007,1,11,Justicia,249059665.00,67613038.00,"",34514999.00,"",60369147.00,939368.00,"","",412496217.00
2007,1,13,Seguridad Ciudadana e Instituciones Penitenciarias,41333811.00,29394710.00,"",10577865.00,"",24307962.00,9716101.00,"","",115330449.00
2007,1,14,Política Exterior,2366398.00,2976494.00,"",35670509.00,"",880823.00,42664365.00,"","",84558589.00
2007,1,21,Pensiones,"","","",54097260.00,"","","","","",54097260.00
2007,1,23,Servicios Sociales y Promoción Social,355017707.00,428510935.00,80435.00,588403378.00,"",70463229.00,83748072.00,"","",1526223756.00
2007,1,24,Fomento del Empleo,99270810.00,31785902.00,"",66397729.00,"",45788885.00,817725134.00,"","",1060968460.00
2007,1,26,Acceso a la Vivienda y Fomento de la Edificación,18756145.00,3180000.00,1379323.00,10709000.00,"",104098861.00,254302783.00,"","",392426112.00
2007,1,31,Sanidad,3663651877.00,2061344546.00,1252151.00,2552861734.00,"",318312521.00,51098102.00,"","",8648520931.00
2007,1,32,Educación,3617028581.00,180381438.00,36061.00,1789708093.00,"",76141916.00,490213564.00,"","",6153509653.00
2007,1,33,Cultura,80159179.00,25906771.00,10917.00,80387553.00,"",119151632.00,130613764.00,"","",436229816.00
2007,1,41,"Agricultura, Pesca y Alimentación",136011672.00,20797842.00,261091.00,1520255737.00,"",85723685.00,660298792.00,"","",2423348819.00
2007,1,42,Industria y Energía,"","","",7795315.00,"",32667120.00,58529510.00,"","",98991945.00
2007,1,43,"Comercio, Turismo y Pymes",40463980.00,7922705.00,11001.00,86806774.00,"",11967912.00,500368822.00,10322448.00,"",657863642.00
2007,1,45,Infraestructuras,196103291.00,58096483.00,5081426.00,37647932.00,"",1447890010.00,315781154.00,"","",2060600296.00
2007,1,46,"Investigación, Desarrollo e Innovación",58251357.00,41849347.00,"",22378321.00,"",46155990.00,274013466.00,64500.00,"",442712981.00
2007,1,49,Otras Actuaciones de Carácter Económico,34497566.00,20445670.00,"",100707212.00,"",43965038.00,84385013.00,"","",284000499.00
2007,1,91,Alta Dirección,49790340.00,22543159.00,"",16989010.00,"",12447672.00,4489112.00,278136.00,"",106537429.00
2007,1,92,Servicios de Carácter General,136242294.00,31232245.00,195000.00,297199308.00,"",119449828.00,162350853.00,16589971.00,19036970.00,782296469.00
2007,1,93,Administración Financiera y Tributaria,36757402.00,39422883.00,4067343.00,13483607.00,"",3783375.00,3370667.00,"","",100885277.00
2007,1,94,Transferencias a otras Administraciones Públicas,"","","",2151703309.00,"","",7426097.00,"","",2159129406.00
2007,1,95,Deuda Pública,"","",436263591.00,"","","","","",750728518.00,1186992109.00
2015,10,11,Justicia,173379560.00,28047410.00,2495090.00,26765700.00,"",10547330.00,"","","",241235090.00
2015,10,13,Seguridad Ciudadana e Instituciones Penitenciarias,6851190.00,61826770.00,"",994580.00,"",4627340.00,62000.00,"","",74361880.00
2015,10,14,Política Exterior,1381030.00,594000.00,"",3286120.00,"",13600.00,625000.00,"","",5899750.00
2015,10,21,Pensiones,"","","",220000.00,"","","","","",220000.00
2015,10,23,Servicios Sociales y Promoción Social,98109060.00,320502080.00,1800000.00,425489530.00,"",7547710.00,3933080.00,"","",857381460.00
2015,10,24,Fomento del Empleo,69705490.00,36390250.00,160000.00,163278870.00,"",3603000.00,794660.00,"","",273932270.00
2015,10,26,Acceso a la Vivienda y Fomento de la Edificación,7466370.00,4258710.00,"","","",10288380.00,15617800.00,"","",37631260.00
2015,10,31,Sanidad,2443641780.00,2063002860.00,5000000.00,898504130.00,"",67624370.00,2706320.00,"","",5480479460.00
2015,10,32,Educación,2138842910.00,229710790.00,"",1505631530.00,"",64659390.00,44069120.00,"","",3982913740.00
2015,10,33,Cultura,18312430.00,12864130.00,"",49462530.00,"",3885430.00,17787950.00,"","",102312470.00
2015,10,41,"Agricultura, Pesca y Alimentación",40158270.00,18453580.00,100000.00,64142840.00,"",6059310.00,75767670.00,"","",204681670.00
2015,10,42,Industria y Energía,11893530.00,2449460.00,"",5176970.00,"",135500.00,68588080.00,"","",88243540.00
2015,10,43,"Comercio, Turismo y Pymes",7252870.00,807000.00,"",39892050.00,"","",10170000.00,52000000.00,"",110121920.00
2015,10,44,Subvenciones al Transporte,"","","",49966000.00,"","","","","",49966000.00
2015,10,45,Infraestructuras,53804640.00,40175260.00,7566350.00,3562040.00,"",139095180.00,47078030.00,"","",291281500.00
2015,10,46,"Investigación, Desarrollo e Innovación",32306760.00,76473700.00,25000.00,1760740.00,"",37530800.00,21894020.00,"",833340.00,170824360.00
2015,10,49,Otras Actuaciones de Carácter Económico,4334240.00,561870.00,"",2603080.00,"",150000.00,514860.00,"","",8164050.00
2015,10,91,Alta Dirección,47886160.00,11768120.00,151000.00,4576380.00,"",919030.00,"",24060.00,"",65324750.00
2015,10,92,Servicios de Carácter General,32939360.00,31434370.00,11744980.00,31647180.00,7000000.00,3227260.00,21844870.00,139477120.00,2488870.00,281804010.00
2015,10,93,Administración Financiera y Tributaria,33141470.00,30000000.00,70000.00,3263120.00,"",3000.00,24500000.00,14000000.00,"",104977590.00
2015,10,94,Transferencias a otras Administraciones Públicas,"","","",22000000.00,"","",6491870.00,"","",28491870.00
2015,10,95,Deuda Pública,"","",958589390.00,"","","","","",3982164900.00,4940754290.00
